id_form,id_unique,gdlcode,iso_country_code,village,log_hh_size,education_cleaned,log_livestock_tlu,log_land_cultivated,off_farm_any,till_not_by_hand,external_labour,pesticide,debts_have,aidreceived,livestock_inputs_any,land_irrigated_any,log_tva,norm_hdds_lean_season,norm_growing_period,log_min_travel_time,kg_class_name,log_pop_dens,norm_gdl_country_shdi,norm_gdl_county_shdi
bf_ecd_2021,bf_ecd_2021_306_1,BFAr102,BF,BFAr102_banfora,-0.4526414020663215,primary,0.4860288260098248,0.6734454519225684,0,1,0,1,0,0,1,0,1.9786865242452136,0.2699074989964825,-0.7999736319939308,-0.2842898263812346,"Tropical, savannah",-0.48439816081850434,-1.0661550263984223,-0.7380663395886743
bf_ecd_2021,bf_ecd_2021_1045_1,BFAr101,BF,BFAr101_dî,1.2455746902926093,primary,0.6622108608778461,0.44422389485381664,0,1,1,0,1,0,1,1,1.6579503345995854,0.2699074989964825,-1.157845346643929,0.627469948701281,"Arid, steppe, hot",-0.8131705106498295,-1.0661550263984223,-1.258546843679131
et_ari_2018,et_ari_2018_381_1,ETHr101,ET,ETHr101_menate,0.2690300720265603,primary,0.420263295166017,-0.5266140043027739,1,1,0,0,0,1,1,0,0.29413107827057167,0.6660472218489722,-0.4063147458789328,-1.727900376893276,"Temperate, dry winter, warm summer",0.04978807232953342,-0.5396057809090041,-0.05648472708926751
et_ari_2018,et_ari_2018_6_1,ETHr103,ET,ETHr103_gina beret,-1.1703730064179103,primary,0.37579661491423144,-0.03812087016529045,0,1,0,0,0,1,1,0,0.5657147888817637,-0.1262322238560073,-0.35263398868143253,0.4662101203633592,"Temperate, dry winter, warm summer",-0.2314218202419056,-0.5396057809090041,-0.6017500170887928
bf_ecd_2021,bf_ecd_2021_319_1,BFAr101,BF,BFAr101_dî,0.5491143894973173,primary,0.5576915526737265,0.38591717011171206,0,1,1,0,0,0,1,1,0.2675756053486858,-0.1262322238560073,-1.1578453466439285,1.0141290491838524,"Arid, steppe, hot",-0.5328318270641461,-1.0661550263984223,-1.258546843679131
bf_ecd_2021,bf_ecd_2021_225_1,BFAr101,BF,BFAr101_dî,0.8095650354123212,primary,0.7416407945939925,0.6734454519225684,0,1,1,1,0,1,1,1,1.4013542930747156,0.2699074989964825,-1.1578453466439285,1.0141290491838524,"Arid, steppe, hot",-0.5328318270641461,-1.0661550263984223,-1.258546843679131
et_ari_2018,et_ari_2018_87_1,ETHr103,ET,ETHr103_mesik,-0.4040711826076696,primary,0.4329845498963672,-0.03812087016529045,0,1,1,1,0,1,1,0,0.3251263630028816,0.2699074989964825,-0.4242083316114322,1.553106828333396,"Temperate, dry winter, warm summer",-0.32975830842865816,-0.5396057809090041,-0.6017500170887928
bf_ecd_2021,bf_ecd_2021_728_1,BFAr101,BF,BFAr101_dî,0.05835412415526543,primary,0.5907873249944937,0.16771857032586202,1,1,1,0,0,0,1,1,0.8840060536667051,0.2699074989964825,-1.1578453466439285,1.0141290491838524,"Arid, steppe, hot",-0.5328318270641461,-1.0661550263984223,-1.258546843679131
bi_snv_2019,bi_snv_2019_302_1,BDIr104,BI,BDIr104_kiziba,0.15412399009404065,primary,0.13622824427384492,-1.19869839702111,1,0,0,0,0,0,1,0,-1.2888522506177,-0.9185116695609868,1.0430656984535605,-0.27251598773723895,"Temperate, dry winter, warm summer",1.1125905550417576,-1.3031021868686608,-0.45304130163437734
bf_ecd_2021,bf_ecd_2021_562_1,BFAr102,BF,BFAr102_moussodougou,0.947638202383358,primary,0.06146653609521881,1.169538156805236,1,1,1,0,0,0,1,0,0.184411002666246,-1.3146513924134766,-0.6926121175989314,0.895241634743859,"Tropical, savannah",-0.882249821477245,-1.0661550263984223,-0.7380663395886743
bf_ecd_2021,bf_ecd_2021_1051_1,BFAr102,BF,BFAr102_banfora,1.559381059806956,primary,0.5545395945576511,1.233993250665717,1,1,0,1,0,0,1,0,1.6180146226501373,-0.5223719467084971,-0.7999736319939308,-0.2842898263812346,"Tropical, savannah",-0.48439816081850434,-1.0661550263984223,-0.7380663395886743
et_ari_2018,et_ari_2018_773_1,ETHr107,ET,ETHr107_jewe 16,0.5618544467229248,primary,0.39937012889345047,-0.4038521857001882,0,1,0,1,0,0,1,0,0.8168959909809612,0.2699074989964825,0.16627999756106435,-0.4866361277191796,"Temperate, dry summer, warm summer",1.207481726738206,-0.5396057809090041,-0.3043325861799612
bf_ecd_2021,bf_ecd_2021_885_1,BFAr101,BF,BFAr101_dî,0.48376694622172545,primary,0.420263295166017,0.8682619351308192,0,1,1,0,1,0,1,1,0.4721017988603899,0.2699074989964825,-1.1578453466439285,1.0141290491838524,"Arid, steppe, hot",-0.5328318270641461,-1.0661550263984223,-1.258546843679131
et_ari_2018,et_ari_2018_106_1,ETHr103,ET,ETHr103_goshe bado,-0.8636368731692624,primary,0.3823824957084041,-0.3016555834957142,1,1,0,1,0,0,1,0,0.9372022573965354,-0.1262322238560073,-0.4421019173439326,0.2850911094520925,"Temperate, dry winter, warm summer",-0.3297582452666536,-0.5396057809090041,-0.6017500170887928
et_ari_2018,et_ari_2018_139_1,ETHr103,ET,ETHr103_kerta,-0.4040711826076696,primary,0.6419942970543207,-0.10257596402577152,0,1,0,1,0,0,1,0,0.4030689121996073,0.2699074989964825,-0.4421019173439326,0.2850911094520925,"Temperate, dry winter, warm summer",-0.3297582452666536,-0.5396057809090041,-0.6017500170887928
bf_ecd_2021,bf_ecd_2021_790_1,BFAr102,BF,BFAr102_moussodougou,0.9826966654776436,primary,0.6228309876367271,0.8099552103887144,1,1,1,1,0,0,1,0,-0.5003625404841179,-0.5223719467084971,-0.6926121175989314,0.895241634743859,"Tropical, savannah",-0.882249821477245,-1.0661550263984223,-0.7380663395886743
bf_ecd_2021,bf_ecd_2021_1183_1,BFAr101,BF,BFAr101_tougan,0.15743555704235526,primary,-0.28833404564076115,-0.17463062863143647,1,1,1,0,1,0,0,0,-1.7043580317727522,0.2699074989964825,-1.157845346643929,-0.5509435497292308,"Arid, steppe, hot",-1.114801212705036,-1.0661550263984223,-1.258546843679131
et_ari_2018,et_ari_2018_118_1,ETHr103,ET,ETHr103_mushe,-0.5812991096794137,primary,0.4765711088602164,-0.598668668908439,0,1,1,0,0,1,1,0,0.90769433314698,1.4583266675539517,-0.4242083316114322,1.553106828333396,"Temperate, dry winter, warm summer",-0.32975830842865816,-0.5396057809090041,-0.6017500170887928
bf_ecd_2021,bf_ecd_2021_526_1,BFAr101,BF,BFAr101_tougan,1.2584846169635415,primary,0.6063078444038255,0.9704585373352932,0,1,1,0,0,0,1,0,-0.5720746453459548,-0.9185116695609868,-1.1757389323764285,-0.02478905508904251,"Arid, steppe, hot",-1.114801173877809,-1.0661550263984223,-1.258546843679131
bf_ecd_2021,bf_ecd_2021_311_1,BFAr102,BF,BFAr102_banfora,0.6288698698750893,primary,0.3582228417177411,0.6734454519225684,0,1,0,1,0,0,0,0,0.8641449767833614,-1.3146513924134766,-0.7999736319939308,-0.2842898263812346,"Tropical, savannah",-0.48439816081850434,-1.0661550263984223,-0.7380663395886743
bf_ecd_2021,bf_ecd_2021_887_1,BFAr101,BF,BFAr101_dî,1.3306677363093282,primary,0.5234480856526477,0.8099552103887144,1,1,1,0,0,0,1,1,0.5844591594441462,0.2699074989964825,-1.1578453466439285,1.0141290491838524,"Arid, steppe, hot",-0.5328318270641461,-1.0661550263984223,-1.258546843679131
et_ari_2018,et_ari_2018_626_1,ETHr101,ET,ETHr101_belago,-0.9846234994453936,primary,0.2924573108739333,-0.2141125580009592,0,1,1,0,0,1,1,0,0.34748052340643926,-0.5223719467084971,-0.4063147458789328,-1.727900376893276,"Temperate, dry winter, warm summer",0.04978807232953342,-0.5396057809090041,-0.05648472708926751
bf_ecd_2021,bf_ecd_2021_883_1,BFAr101,BF,BFAr101_dî,1.6749359568091664,primary,0.5447469362446699,0.7455001165282334,1,1,1,0,1,0,1,1,1.1002442168434918,0.2699074989964825,-1.1578453466439285,1.0141290491838524,"Arid, steppe, hot",-0.5328318270641461,-1.0661550263984223,-1.258546843679131
bf_ecd_2021,bf_ecd_2021_342_1,BFAr101,BF,BFAr101_tougan,1.5777386879630733,primary,0.6138348103019087,0.8099552103887144,0,1,0,1,0,0,1,0,-0.5621098361825223,-0.9185116695609868,-1.1757389323764285,-0.02478905508904251,"Arid, steppe, hot",-1.114801173877809,-1.0661550263984223,-1.258546843679131
et_ari_2018,et_ari_2018_638_1,ETHr101,ET,ETHr101_belago,0.2379704244331883,primary,0.42545758399828393,-0.6803575102281428,0,1,1,0,0,1,1,1,1.2028678053755315,1.8544663904064416,-0.4063147458789328,-1.727900376893276,"Temperate, dry winter, warm summer",0.04978807232953342,-0.5396057809090041,-0.05648472708926751
bf_ecd_2021,bf_ecd_2021_226_1,BFAr101,BF,BFAr101_dî,2.707933480471936,primary,0.4950250033446432,0.8954556377325783,1,1,1,1,1,0,1,1,0.9096736740998144,-0.1262322238560073,-1.1578453466439285,1.0141290491838524,"Arid, steppe, hot",-0.5328318270641461,-1.0661550263984223,-1.258546843679131
et_ari_2018,et_ari_2018_643_1,ETHr101,ET,ETHr101_adielemelay,0.09669839744935324,primary,0.5204128720997327,0.02018585457681419,0,1,1,0,0,1,1,1,0.29353628211463695,0.6660472218489722,-0.4063147458789328,-1.727900376893276,"Temperate, dry winter, warm summer",0.04978807232953342,-0.5396057809090041,-0.05648472708926751
et_ari_2018,et_ari_2018_129_1,ETHr103,ET,ETHr103_emush,-0.7100891731633059,primary,0.4065988922936784,-0.7746603567441076,1,1,1,1,0,0,1,1,0.11158064637897624,0.2699074989964825,-0.4242083316114322,1.553106828333396,"Temperate, dry winter, warm summer",-0.32975830842865816,-0.5396057809090041,-0.6017500170887928
bf_ecd_2021,bf_ecd_2021_889_1,BFAr101,BF,BFAr101_dî,-0.3570002858410277,primary,0.4950250033446432,0.07341572380989722,0,1,1,0,1,0,1,1,0.6405693045317923,0.2699074989964825,-1.1578453466439285,1.0141290491838524,"Arid, steppe, hot",-0.5328318270641461,-1.0661550263984223,-1.258546843679131
bf_ecd_2021,bf_ecd_2021_561_1,BFAr101,BF,BFAr101_dî,1.673712550421507,primary,0.6823455788497348,0.6734454519225684,0,1,1,1,1,1,1,1,0.25569651570716695,-0.5223719467084971,-1.157845346643929,0.627469948701281,"Arid, steppe, hot",-0.8131705106498295,-1.0661550263984223,-1.258546843679131
et_ari_2018,et_ari_2018_332_1,ETHr107,ET,ETHr107_shemeteda,0.3643721147109016,primary,0.3282574299640189,0.24940741164556596,0,1,1,1,0,0,1,0,0.42448265591412654,0.6660472218489722,0.16627999756106435,-0.4866361277191796,"Temperate, dry summer, warm summer",1.207481726738206,-0.5396057809090041,-0.3043325861799612
